old_name	name	reason
Mouse_IsUnsuspended	MouseIsUnsuspended	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
Mouse_PollAndStoreState	MousePollAndStoreState	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
Mouse_PollState	MousePollState	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
Mouse_RecenterCursor	MouseRecenterCursor	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
Mouse_RecenterCursorX	MouseRecenterCursorX	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
Mouse_ResetTransitionState	MouseResetTransitionState	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
Mouse_ResumeFromSuspend	MouseResumeFromSuspend	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
Mouse_SetClientSizeAndCenter	MouseSetClientSizeAndCenter	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
Mouse_SetCooperativeLevelFlags	MouseSetCooperativeLevelFlags	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
Mouse_SetNormalizedCursorPos	MouseSetNormalizedCursorPos	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
Mouse_ShutdownDevice	MouseShutdownDevice	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
Mouse_Suspend	MouseSuspend	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
Mouse_UpdateAcquireState	MouseUpdateAcquireState	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
Mouse_UpdateClientRectAndCenter	MouseUpdateClientRectAndCenter	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
Mouse_WaitForButtonPress	MouseWaitForButtonPress	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
NetCopy_Init	NetCopyInit	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
Noise_InitBuffers	NoiseInitBuffers	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
Noise_ShutdownBuffers	NoiseShutdownBuffers	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
OptCatalog_IsDamageMaskEnabled	OptCatalogIsDamageMaskEnabled	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
OptCatalog_IsDamageMaskSlotPtrRegistered	OptCatalogIsDamageMaskSlotPtrRegistered	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
OptCatalog_SetDamageMaskEnabled	OptCatalogSetDamageMaskEnabled	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
OptCatalog_SetDamageMaskUv	OptCatalogSetDamageMaskUv	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
Options_FindOption	OptionsFindOption	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
Options_GetOrCreateOption	OptionsGetOrCreateOption	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
Options_InitRegistryContext	OptionsInitRegistryContext	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
Options_LoadFromRegistry	OptionsLoadFromRegistry	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
Options_LoadGameOptions	OptionsLoadGameOptions	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
Options_SaveGameOptions	OptionsSaveGameOptions	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
Options_SaveToRegistry	OptionsSaveToRegistry	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
Options_ShutdownRegistryContext	OptionsShutdownRegistryContext	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
OverlayBlendRow555_Mmx	OverlayBlendRow555Mmx	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
OverlayBlendRow555_Scalar	OverlayBlendRow555Scalar	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
OverlayBlendRow565_Mmx	OverlayBlendRow565Mmx	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
OverlayBlendRow565_Scalar	OverlayBlendRow565Scalar	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
PixelPack_GetPackingParams	PixelPackGetPackingParams	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
PixelPack_GetRgbBits	PixelPackGetRgbBits	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
PixelPack_GetRgbMasks	PixelPackGetRgbMasks	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
PixelPack_SetupFromMasks	PixelPackSetupFromMasks	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
PlayWithDelta_A3D	PlayWithDeltaA3D	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
PlayWithDelta_BackendDispatch	PlayWithDeltaBackendDispatch	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
PlayWithDelta_DirectSound	PlayWithDeltaDirectSound	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
Player_ProjectileCameraFxPass3Ui	CPlayerProjectileCameraFxPass3Ui	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
Player_UnderwaterFxPass3Ui	CPlayerUnderwaterFxPass3Ui	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
Primary_Init	PrimaryInit	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
RecoilApp_AttractFmvState	CRecoilAppAttractFmvState	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
RecoilApp_FmvScript	CRecoilAppFmvScript	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
RecoilApp_IntroFmvState	CRecoilAppIntroFmvState	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
RecoilApp_PlayState	CRecoilAppPlayState	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
RemoveColinearVerticesInPlace	check_colinearity	Inferred from observed role and existing naming family; preserve code structure and ABI.
RenderSection_SetPosition	RenderSectionSetPosition	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
RenderSection_SetSize	RenderSectionSetSize	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
RenderSection_SetTargetWindow	RenderSectionSetTargetWindow	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
Renderer_DrawPolyTLV	RendererDrawPolyTLV	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
RunStream	RunLine	Observed interpreter behavior/callers contradict prior placeholder; name corrected without changing implementation.
RunString	RunStream	Observed interpreter behavior/callers contradict prior placeholder; name corrected without changing implementation.
SendAllPkt13_EffectAnimActivationRecords	SendAllPkt13EffectAnimActivationRecords	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
SendPkt08_PlayerKillEvent	SendPkt08PlayerKillEvent	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
SendPkt09_PlayerScoreboardSnapshot	SendPkt09PlayerScoreboardSnapshot	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
SendPkt0A_RemoveRuntimeRelay	SendPkt0ARemoveRuntimeRelay	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
SendPkt0B_ChatMessage	SendPkt0BChatMessage	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
SendPkt0C_HudTimerStatusBits	SendPkt0CHudTimerStatusBits	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
SendPkt0D_HudTimerPanelState	SendPkt0DHudTimerPanelState	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
SendPkt0E_PlayerLapProgress	SendPkt0EPlayerLapProgress	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
SendPkt10_QSandEvent	SendPkt10QSandEvent	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
SendPkt11_CreateDelta	SendPkt11CreateDelta	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
SendPkt11_Flag2Delta	SendPkt11Flag2Delta	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
SendPkt11_Flag8Delta	SendPkt11Flag8Delta	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
SendPkt12_AirdropSpawnChuteRelay	SendPkt12AirdropSpawnChuteRelay	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
SendPkt13_EffectAnimActivationRecord	SendPkt13EffectAnimActivationRecord	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
SendPkt14_HudTimerAndFlagsSync	SendPkt14HudTimerAndFlagsSync	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
SetPositionRefAndVelocity_Thunk	SetPositionRefAndVelocityThunk	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
SetTransformRefs_Thunk	SetTransformRefsThunk	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
SetTransformRotAndVelocity_Thunk	SetTransformRotAndVelocityThunk	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
SetVelocity_Thunk	SetVelocityThunk	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
ShutdownItems_Stub	ShutdownItems	Inferred from observed role and existing naming family; preserve code structure and ABI.
Shutdown_Stub	ShutdownShieldWidget	Inferred from observed role and existing naming family; preserve code structure and ABI.
SpawnRemotePlayerFromPkt06_PlayerStateSnapshot	SpawnRemotePlayerFromPkt06PlayerStateSnapshot	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
TexDir_FindOrAppendByPath	TexDirFindOrAppendByPath	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
TexDir_FindOrCreateByPath	TexDirFindOrCreateByPath	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
TexDir_LoadPendingEntries	TexDirLoadPendingEntries	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
TexturePixelPack_SetupFromMasks	TexturePixelPackSetupFromMasks	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
TextureRecord_Create	TextureRecordCreate	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
TextureRecord_Destroy	TextureRecordDestroy	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
TextureRecord_FinalizeUpload	TextureRecordFinalizeUpload	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
TextureRecord_LockUploadSurface	TextureRecordLockUploadSurface	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
TextureRecord_ReleaseUploadSurfaceRef	TextureRecordReleaseUploadSurfaceRef	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
TextureRecord_UnlockUploadSurface	TextureRecordUnlockUploadSurface	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
TrackList_Add	TrackListAdd	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
UnlockSurface_WaitRestore	UnlockSurfaceWaitRestore	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
Update3D_A3D	Update3DA3D	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
UpdateMasterTypeAmphib_FromModalProbe	UpdateMasterTypeAmphibFromModalProbe	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
UpdateMasterTypeBasicOrTrack_FromModalProbe	UpdateMasterTypeBasicOrTrackFromModalProbe	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
UpdateMasterTypeHover_FromModalProbe	UpdateMasterTypeHoverFromModalProbe	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
Vec3_FastNormalize	Vec3FastNormalize	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
ViewRectSection_ClampPointToInclusiveBounds	ViewRectSectionClampPointToInclusiveBounds	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
ViewRectSection_SetPosition	ViewRectSectionSetPosition	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
ViewRectSection_SetSize	ViewRectSectionSetSize	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
WindowSection_SetPosition	WindowSectionSetPosition	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
WindowSection_SetSize	WindowSectionSetSize	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
ZAR_LoadFileGlobal	zZarLoadFileGlobal	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
ZAR_ReadMissionSaveDataSection	zZarReadMissionSaveDataSection	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
ZAR_ReadVehicleListSection	zZarReadVehicleListSection	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
ZAR_RegisterSections	zZarRegisterSections	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
ZAR_RequestStopGlobal	zZarRequestStopGlobal	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
ZAR_WriteMissionSaveDataSection	zZarWriteMissionSaveDataSection	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
ZAR_WriteVehicleListSection	zZarWriteVehicleListSection	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
ZBD_DestroyGlobalManager	ZBDDestroyGlobalManager	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
ZBD_Init	ZBDInit	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
ZBD_LoadEntriesGlobal	ZBDLoadEntriesGlobal	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
ZBuffer_DepthFillRect	ZBufferDepthFillRect	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
ZRDR_AddSearchPaths	zRdrAddSearchPaths	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
ZRDR_GetFileSize	zRdrGetFileSize	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
ZRDR_Init	zRdrInit	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
ZRDR_InitNodePool	zRdrInitNodePool	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
ZarMissionLate_RestoreCallback	ZarMissionLateRestoreCallback	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
ZarMissionLate_SaveCallback	ZarMissionLateSaveCallback	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
ZarMission_RestoreCallback	ZarMissionRestoreCallback	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
ZarMission_SaveCallback	ZarMissionSaveCallback	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
buff_BlurRegionByMode	buffBlurRegionByMode	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
buff_BlurRegionCombined	buffBlurRegionCombined	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
buff_BlurRegionHorizontal	buffBlurRegionHorizontal	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
buff_BlurRegionVertical	buffBlurRegionVertical	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
gwListDeleteANode	_gwListDeleteANode	Recoil-confirmed leaf spelling from diagnostic string and referring function; current scope retained.
gwNodeFindNextByName_Predicate	gwNodeFindNextByNamePredicate	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zArchiveList_AddHead	zArchiveListAddHead	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zArchiveList_AddTail	zArchiveListAddTail	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zArchiveList_AllocNode	zArchiveListAllocNode	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zArchiveList_Count	zArchiveListCount	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zArchiveList_Find	zArchiveListFind	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zArchiveList_FindCompare	zArchiveListFindCompare	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zArchiveList_FindKey	zArchiveListFindKey	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zArchiveList_FindNode	zArchiveListFindNode	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zArchiveList_Free	zArchiveListFree	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zArchiveList_FreeNode	zArchiveListFreeNode	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zArchiveList_Get	zArchiveListGet	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zArchiveList_Link	zArchiveListLink	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zArchiveList_New	zArchiveListNew	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zArchiveList_Remove	zArchiveListRemove	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zArchiveList_RemoveHead	zArchiveListRemoveHead	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zClass_NodeSlotFromNode	zClassNodeSlotFromNode	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zClass_NodeViewSphereCenter	zClassNodeViewSphereCenter	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zClass_NodeViewSphereRadius	zClassNodeViewSphereRadius	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zClipAlt_BuildFrustumPlanes	zClipAltBuildFrustumPlanes	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zFMV_ActionBlurH	CZFMVActionBlurH	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
zFMV_ActionBlurV	CZFMVActionBlurV	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
zFMV_ActionFade	CZFMVActionFade	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
zFMV_ActionImage	CZFMVActionImage	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
zFMV_ActionPlayAvi	CZFMVActionPlayAvi	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
zFMV_ActionPlayMci	CZFMVActionPlayMci	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
zFMV_ActionPlaySound	CZFMVActionPlaySound	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
zFMV_ActionWait	CZFMVActionWait	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
zFMV_Playback	CZFMVPlayback	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
zImage_Init	zImageInit	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zImage_InitMissionResources	zImageInitMissionResources	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zInput_BindGroupInfo	CZInputBindGroupInfo	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
zInput_BindMapContext_DispatchFromKeyboardEvent	zInputBindMapContextDispatchFromKeyboardEvent	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zInput_DI_CreateConstantForceEffectScaled	zInputDICreateConstantForceEffectScaled	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zInput_DI_CreateConstantForceEffectWithDirection	zInputDICreateConstantForceEffectWithDirection	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zInput_DI_CreateForceFeedbackEffect	zInputDICreateForceFeedbackEffect	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zInput_DI_CreateSineEffectScaled	zInputDICreateSineEffectScaled	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zInput_DI_HasForceFeedback	zInputDIHasForceFeedback	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zInput_DI_InitForceFeedbackEffectSet	zInputDIInitForceFeedbackEffectSet	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zInput_DI_IsForceFeedbackEnabled	zInputDIIsForceFeedbackEnabled	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zInput_DI_PlayAltFireEffect	zInputDIPlayAltFireEffect	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zInput_DI_RestartPrimaryFireEffect	zInputDIRestartPrimaryFireEffect	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zInput_DI_UpdateSteerAndPitchForceEffects	zInputDIUpdateSteerAndPitchForceEffects	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zInput_Keyboard_IsUnsuspended	zInputKeyboardIsUnsuspended	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zInput_WaitForAnyKeyPressWithTimeoutMs	zInputWaitForAnyKeyPressWithTimeoutMs	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zInterp_Context	CZInterp	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
zInterp_FileFrame	zInterpFileFrame	Inferred interpreter record spelling; retain POD/union identity and layout.
zInterp_GlobalContext	CRecoilInterp	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
zInterp_MacroEntry	zInterpMacroEntry	Inferred interpreter record spelling; retain POD/union identity and layout.
zInterp_PreparedScriptEntry	zInterpPreparedScriptEntry	Inferred interpreter record spelling; retain POD/union identity and layout.
zInterp_PreparedScriptHeader	zInterpPreparedScriptHeader	Inferred interpreter record spelling; retain POD/union identity and layout.
zInterp_RuntimeBlob	zInterpPolygonState	Inferred interpreter record spelling; retain POD/union identity and layout.
zInterp_ScrollAlwaysList	zInterpScrollList	Inferred from observed role and existing naming family; preserve code structure and ABI.
zInterp_VarEntry	zInterpVarEntry	Inferred interpreter record spelling; retain POD/union identity and layout.
zInterp_VarValuePtr	zInterpVarValuePtr	Inferred from observed role and existing naming family; preserve code structure and ABI.
zMath_BuildPerspectiveTextureInterpolants	zMathBuildPerspectiveTextureInterpolants	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zMath_Camera_StageInverseRotation	zMathCameraStageInverseRotation	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zMath_Mat_ExtractEulerAngles	zMathMatExtractEulerAngles	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zMath_Mat_ExtractYaw	zMathMatExtractYaw	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zMath_Mat_GetCurrent	zMathMatGetCurrent	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zMath_Mat_IsCurrentIdentity	zMathMatIsCurrentIdentity	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zMath_Mat_LoadProjection	zMathMatLoadProjection	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zMath_Mat_LoadView	zMathMatLoadView	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zMath_Mat_SetupCamera	zMathMatSetupCamera	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zMath_Mat_TransformBBoxToCorners	zMathMatTransformBBoxToCorners	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zMath_Mat_TransformNormalBatch	zMathMatTransformNormalBatch	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zMath_ProjectSphereBatch	zMathProjectSphereBatch	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zMath_Project_GetLastScreenScaleXY	zMathProjectGetLastScreenScaleXY	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zMath_Quat_FromEuler	zMathQuatFromEuler	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zMath_Quat_FromRotationVector	zMathQuatFromRotationVector	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zMath_Quat_Multiply	zMathQuatMultiply	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zMath_Quat_MultiplyInverse	zMathQuatMultiplyInverse	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zMath_Quat_ToMatrix	zMathQuatToMatrix	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zMath_SetScreenSize	zMathSetScreenSize	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zMath_Setup_Projection	zMathSetupProjection	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zMath_SolveLinearGradient2D	zMathSolveLinearGradient2D	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zMath_UnprojectPointBatch	zMathUnprojectPointBatch	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zMath_UnprojectPointBatchZBuf	zMathUnprojectPointBatchZBuf	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zMath_Vec3Array_AddScaled	zMathVec3ArrayAddScaled	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zMath_Vec3Array_UntransformDirection	zMathVec3ArrayUntransformDirection	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zMath_Vec3_DirFromYaw	zMathVec3DirFromYaw	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zMath_Vec3_DivScalar	zMathVec3DivScalar	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zMath_Vec3_ElevationAngleBetweenPoints	zMathVec3ElevationAngleBetweenPoints	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zMath_Vec3_RotateX	zMathVec3RotateX	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zMath_Vec3_TriangleNormal	zMathVec3TriangleNormal	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zModel_Display_Init	zModelDisplayInit	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zModel_FogTargetColorOverride_SetCurrent	zModelFogTargetColorOverrideSetCurrent	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zModel_Fog_ApplyCurrentColor	zModelFogApplyCurrentColor	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zModel_Fog_GetDistanceStart	zModelFogGetDistanceStart	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zModel_Fog_IsEnabled	zModelFogIsEnabled	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zModel_Fog_SetColorRgb01	zModelFogSetColorRgb01	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zModel_Fog_SetDensity	zModelFogSetDensity	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zModel_Fog_SetDistanceEnd	zModelFogSetDistanceEnd	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zModel_Fog_SetDistanceStart	zModelFogSetDistanceStart	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zModel_Fog_SetEnabled	zModelFogSetEnabled	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
zModel_Fog_SetHeightHigh	zModelFogSetHeightHigh	Inferred family spelling: retain behavior and subsystem words, remove unevidenced separator underscores.
