symbol_id	address	old_name	name	disposition	confidence	reason	source
recoil:function:0x411f10	0x411f10	HudUiMgrSensor::SetShieldMessageRatio	HudUiMgrSensor::SetShieldMessageRatio	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:11120
recoil:function:0x412050	0x412050	HudUiMgrObjective::RefreshCounterText	HudUiMgrObjective::RefreshCounterText	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:11159
recoil:function:0x412070	0x412070	HudUiMgrSensor::PlaceTrackCounterWidget	HudUiMgrSensor::PlaceTrackCounterWidget	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:11181
recoil:function:0x4122c0	0x4122c0	HudUiMgrSensor::PlaceTrackMarker	HudUiMgrSensor::PlaceTrackMarker	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:11293
recoil:function:0x4124b0	0x4124b0	HudUiMgrTarget::UpdateSelectedProgressMeter	HudUiMgrTarget::UpdateSelectedProgressMeter	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:11392
recoil:function:0x412620	0x412620	HudUiMgr::HideTrackedProgressMeterIfOwnerMatches	HudUiMgr::HideTrackedProgressMeterIfOwnerMatches	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:11462
recoil:function:0x412650	0x412650	HudUiMessage::SetValueIfOwnerMatches	HudUiMessage::SetValueIfOwnerMatches	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:11485
recoil:function:0x4126e0	0x4126e0	HudUiMessage::SelectVariantDisplay	HudUiMessage::SelectVariantDisplay	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:11509
recoil:function:0x412790	0x412790	HudUiMessage::ApplySideImageSwap	HudUiMessage::ApplySideImageSwap	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:11542
recoil:function:0x4127d0	0x4127d0	HudUiMessage::ClearDisplay	HudUiMessage::ClearDisplay	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:11558
recoil:function:0x412820	0x412820	HudUiMessage::UpdateSelectedWeaponDisplay	HudUiMessage::UpdateSelectedWeaponDisplay	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:11575
recoil:function:0x412b60	0x412b60	HudLayoutSW::Constructor	HudLayoutSW::HudLayoutSW	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/hud.cpp:11711
recoil:function:0x412bd0	0x412bd0	HudLayout::SetActiveNoOp	HudLayoutBase::SetActive	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/hud.cpp:11721
recoil:function:0x412be0	0x412be0	HudLayout::UpdateAll	HudLayoutBase::UpdateAll	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/hud.cpp:11734
recoil:function:0x412bf0	0x412bf0	HudLayoutBase::Enable	HudLayoutBase::Enable	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:11747
recoil:function:0x412c00	0x412c00	HudLayoutBase::Disable	HudLayoutBase::Disable	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:11758
recoil:function:0x412c10	0x412c10	HudLayoutSW::LoadTypeIFromZarRoot	HudLayoutBase::LoadTypeIFromZarRoot	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/hud.cpp:11768
recoil:function:0x412c60	0x412c60	HudLayoutSW::SetActive	HudLayoutSW::SetActive	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:11786
recoil:function:0x412db0	0x412db0	HudLayout::ApplyViewportRect	HudLayout::ApplyViewportRect	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:11860
recoil:function:0x412ea0	0x412ea0	HudLayoutHW::Constructor	HudLayoutHW::HudLayoutHW	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/hud.cpp:11918
recoil:function:0x412f70	0x412f70	HudLayoutHW::LoadTypeIIFromZarRoot	HudLayoutHW::LoadTypeIIFromZarRoot	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:11933
recoil:function:0x413080	0x413080	HudLayoutHW::ReleaseImages	HudLayoutHW::ReleaseImages	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:11985
recoil:function:0x4130d0	0x4130d0	HudLayoutHW::SetActive	HudLayoutHW::SetActive	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:12003
recoil:function:0x4132b0	0x4132b0	HudLayoutHW::UpdateObjectiveDirtyRect	HudLayoutHW::UpdateObjectiveDirtyRect	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:12078
recoil:function:0x413340	0x413340	HudLayoutHW::OnActivated	HudLayoutHW::OnActivated	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:12103
recoil:function:0x4134e0	0x4134e0	HudUiMessage::Draw	HudUiMessage::Draw	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:12175
recoil:function:0x413500	0x413500	HudLayoutHW::UpdateAll	HudLayoutHW::UpdateAll	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:12186
recoil:function:0x413540	0x413540	HudLayoutHW::Enable	HudLayoutHW::Enable	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:12205
recoil:function:0x4135f0	0x4135f0	HudLayoutHW::Disable	HudLayoutHW::Disable	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:12243
recoil:function:0x413600	0x413600	zOpt::ToggleHudTypeForCurrentHwMode	zOpt::ToggleHudTypeForCurrentHwMode	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:12254
recoil:function:0x413630	0x413630	HudUiMgr::TriggerCurrentLayoutOnActivated	HudUiMgr::TriggerCurrentLayoutOnActivated	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:12273
recoil:function:0x413640	0x413640	HudUiMgr::ToggleHud	HudUiMgr::ToggleHud	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:12285
recoil:function:0x413660	0x413660	HudUiMgr::SwitchActiveDialog	HudUiMgr::SwitchActiveDialog	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:12300
recoil:function:0x4136b0	0x4136b0	HudUiMgr::ApplyHudModeSwitch	HudUiMgr::ApplyHudModeSwitch	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:12328
recoil:function:0x4136f0	0x4136f0	HudUiSensorWindow::StaticInitAndRegisterAtExit	HudUiSensorWindow::StaticInitAndRegisterAtExit	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:12356
recoil:function:0x413700	0x413700	HudUiSensorWindow::StaticInit	HudUiSensorWindow::StaticInit	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:12367
recoil:function:0x413710	0x413710	HudUiSensorWindow::RegisterAtExit	HudUiSensorWindow::RegisterAtExit	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:12378
recoil:function:0x413720	0x413720	HudUiSensorWindow::AtExitDestructor	HudUiSensorWindow::AtExitDestructor	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:12388
recoil:function:0x413730	0x413730	HudUiMgr::DestroySensorWindow	HudUiMgr::DestroySensorWindow	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:12399
recoil:function:0x413770	0x413770	HudUiMgr::SetFloatTimerVisible	HudUiMgr::SetFloatTimerVisible	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:12423
recoil:function:0x4137a0	0x4137a0	HudUiMgr::SetAuxOverlayVisible	HudUiMgr::SetAuxOverlayVisible	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:12443
recoil:function:0x4137c0	0x4137c0	HudUiAuxOverlay::ClearSensorOverlayTextLines	HudUiAuxOverlay::ClearTextLines	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/hud.cpp:12460
recoil:function:0x4137f0	0x4137f0	HudUiAuxOverlay::ApplyTextLineOp	HudUiAuxOverlay::UpdateTextLine	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/hud.cpp:12474
recoil:function:0x4138d0	0x4138d0	HudUi::ShowTopMessageLine	HudUi::ShowTopMessageLine	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:12510
recoil:function:0x4138f0	0x4138f0	HudUi::ShowChatLine	HudUi::ShowChatLine	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:12526
recoil:function:0x413910	0x413910	HudUiMgr::EnableTopAndChatStacks	HudUiMgr::EnableTopAndChatStacks	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:12543
recoil:function:0x413950	0x413950	HudUiMgr::DisableTopAndChatStacks	HudUiMgr::DisableTopAndChatStacks	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:12557
recoil:function:0x413990	0x413990	HudUiLayoutNode::ApplyTextLabel	HudUiLayoutNode::ApplyTextLabel	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:12572
recoil:function:0x413a10	0x413a10	HudUiLayoutNode::ReadRectOffsetAndSize	HudUiLayoutNode::ReadRectOffsetAndSize	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:12609
recoil:function:0x413aa0	0x413aa0	HudUiLayoutNode::ReadRect	HudUiLayoutNode::ReadRect	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:12652
recoil:function:0x413ad0	0x413ad0	HudUiLayoutNode::ReadInt3	HudUiLayoutNode::ReadInt3	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:12676
recoil:function:0x413b10	0x413b10	HudUiLayoutNode::ApplyCornerTextQuad	HudUiLayoutNode::ApplyCornerTextQuad	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:12708
recoil:function:0x413c10	0x413c10	HudUiLayoutNode::ApplyMeterQuad	HudUiLayoutNode::ApplyMeterQuad	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:12756
recoil:function:0x413d30	0x413d30	HudUiLayoutNode::ApplyImageWidget	HudUiLayoutNode::ApplyImageWidget	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:12811
recoil:function:0x413ec0	0x413ec0	HudUiMessage::LoadWeaponLayoutFromNode	HudUiMessage::LoadWeaponLayoutFromNode	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:12885
recoil:function:0x413ff0	0x413ff0	HudUiMessage::ReleaseImages	HudUiMessage::ReleaseImages	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:12941
recoil:function:0x414070	0x414070	HudUiMessage::RebuildWeaponLayout	HudUiMessage::RebuildWeaponLayout	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:12965
recoil:function:0x414180	0x414180	HudUiLoadingCheckpoint::AdvanceAndLog	HudUiLoadingCheckpoint::AdvanceAndLog	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:13006
recoil:function:0x414210	0x414210	HudUiLoadingCheckpoint::InitTable	HudUiLoadingCheckpoint::InitTable	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:13042
recoil:function:0x414300	0x414300	HudUiMgrSensor::GetFxRect	HudUiMgrSensor::GetFxRect	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:13175
recoil:function:0x414330	0x414330	GameNet::ShowPlayerKillMessage	GameNet::ShowPlayerKillMessage	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:13189
recoil:function:0x414390	0x414390	GameNet::RefreshPlayerListMenu	GameNet::RefreshPlayerListMenu	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:13219
recoil:function:0x4143a0	0x4143a0	HudUiMgr::IsLocalPlayerFirstInStatsList	HudUiMgr::IsLocalPlayerFirstInStatsList	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:13233
recoil:function:0x4143b0	0x4143b0	HudUi::RefreshScoreboardEntryRow	HudUi::RefreshScoreboardEntryRow	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:13245
recoil:function:0x4143c0	0x4143c0	HudUi::RemoveScoreboardEntryRow	HudUi::RemoveScoreboardEntryRow	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:13257
recoil:function:0x4143d0	0x4143d0	GameNet::BeginChatCompose	GameNet::BeginChatCompose	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:13271
recoil:function:0x414550	0x414550	GameNet::ChatComposeKeyCallback	GameNet::ChatComposeKeyCallback	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:13308
recoil:function:0x414590	0x414590	GameNet::EndChatComposeAndSend	GameNet::EndChatComposeAndSend	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:13329
recoil:function:0x414710	0x414710	HudUiListMenuEntry::SortRange	HudUiListMenuEntry::SortRange	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:13368
recoil:function:0x414930	0x414930	HudUiListMenuEntry::InsertPivotIntoSortedPrefix	HudUiListMenuEntry::InsertPivotIntoSortedPrefix	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:13414
recoil:function:0x414980	0x414980	HudUiListMenuEntry::InsertionSortRange	HudUiListMenuEntry::InsertionSortRange	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:13435
recoil:function:0x414a60	0x414a60	zInterp_GlobalContext::StaticInitAndRegisterAtExit	CRecoilInterp::StaticInitAndRegisterAtExit	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/hud.cpp:13485
recoil:function:0x414a70	0x414a70	zInterp_GlobalContext::StaticInit	CRecoilInterp::StaticInit	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/hud.cpp:13496
recoil:function:0x414a80	0x414a80	zInterp_GlobalContext::RegisterAtExit	CRecoilInterp::RegisterAtExit	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/hud.cpp:13506
recoil:function:0x414a90	0x414a90	zInterp_GlobalContext::AtExitDestructor	CRecoilInterp::AtExitDestructor	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/hud.cpp:13516
recoil:function:0x414aa0	0x414aa0	zInterp_GlobalContext::DestructorThunk	CRecoilInterp::DestructorThunk	renamed	Inferred	Synchronize renamed source identifier within existing physical/compiler projection label.	
recoil:function:0x414ab0	0x414ab0	zInterp_GlobalContext::Constructor	CRecoilInterp::CRecoilInterp	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/hud.cpp:13527
recoil:function:0x414ad0	0x414ad0	zInterp_Command::WeaponSetMaxTetherAltitude	CRecoilInterp::DispatchHook	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/hud.cpp:13541
recoil:function:0x414b60	0x414b60	HudUiMainMenuDialog::CanLoadGame	HudUiMainMenuDialog::CanLoadGame	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:13664
recoil:function:0x414b90	0x414b90	HudUiMainMenuDialog::CanSaveGame	HudUiMainMenuDialog::CanSaveGame	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:13688
recoil:function:0x414bc0	0x414bc0	HudUiMainMenuDialog::Constructor	HudUiMainMenuDialog::HudUiMainMenuDialog	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/hud.cpp:13712
recoil:function:0x414f40	0x414f40	HudUiMainMenuDialog_CreditsButton::OnActivate	CHudUiMainMenuDialogCreditsButton::OnActivate	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/hud.cpp:13790
recoil:function:0x414f60	0x414f60	HudUiMainMenuDialog_SaveButton::OnActivate	CHudUiMainMenuDialogSaveButton::OnActivate	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/hud.cpp:13801
recoil:function:0x414f80	0x414f80	HudUiMainMenuDialog_NewGameButton::OnActivate	CHudUiMainMenuDialogNewGameButton::OnActivate	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/hud.cpp:13814
recoil:function:0x414fa0	0x414fa0	HudUiMenuBackButton::OnActivate	HudUiMenuBackButton::OnActivate	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:13825
recoil:function:0x414fc0	0x414fc0	HudUiMainMenuDialog_OptionsButton::OnActivate	CHudUiMainMenuDialogOptionsButton::OnActivate	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/hud.cpp:13837
recoil:function:0x414fe0	0x414fe0	HudUiMainMenuDialog_QuitButton::OnActivate	CHudUiMainMenuDialogQuitButton::OnActivate	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/hud.cpp:13848
recoil:function:0x415000	0x415000	HudUiMainMenuDialog_ControlsButton::OnActivate	CHudUiMainMenuDialogControlsButton::OnActivate	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/hud.cpp:13859
recoil:function:0x415020	0x415020	HudUiMainMenuDialog::ScalarDeletingDestructor	HudUiMainMenuDialog::ScalarDeletingDestructor	retained	Inferred	Retain physical/compiler projection label; no unique attached defining function body in the source inventory.	
recoil:function:0x415040	0x415040	HudUiMainMenuDialog::Destructor	HudUiMainMenuDialog::Destructor	retained	Inferred	Retain physical/compiler projection label; no unique attached defining function body in the source inventory.	
recoil:function:0x415100	0x415100	RecoilStateMainMenuTransition::StaticInitAndRegisterAtExit	RecoilStateMainMenuTransition::StaticInitAndRegisterAtExit	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:13934
recoil:function:0x415110	0x415110	RecoilStateMainMenuTransition::StaticInit	RecoilStateMainMenuTransition::StaticInit	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:13946
recoil:function:0x415120	0x415120	RecoilStateMainMenuTransition::RegisterAtExit	RecoilStateMainMenuTransition::RegisterAtExit	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:13957
recoil:function:0x415130	0x415130	RecoilStateMainMenuTransition::AtExitDestructor	RecoilStateMainMenuTransition::AtExitDestructor	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:13968
recoil:function:0x415140	0x415140	HudUiMainMenuDialog_LoadButton::OnActivate	CHudUiMainMenuDialogLoadButton::OnActivate	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/hud.cpp:13986
recoil:function:0x415170	0x415170	RecoilStateMainMenuTransition::Constructor	RecoilStateMainMenuTransition::RecoilStateMainMenuTransition	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/hud.cpp:14003
recoil:function:0x415190	0x415190	RecoilStateMainMenuTransition::ScalarDeletingDestructor	RecoilStateMainMenuTransition::ScalarDeletingDestructor	retained	Inferred	Retain physical/compiler projection label; no unique attached defining function body in the source inventory.	
recoil:function:0x4151b0	0x4151b0	RecoilStateMainMenuTransition::Destructor	RecoilStateMainMenuTransition::~RecoilStateMainMenuTransition	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/hud.cpp:14017
recoil:function:0x415220	0x415220	RecoilStateMainMenuTransition::OnTryBecomeCurrent	RecoilStateMainMenuTransition::OnTryBecomeCurrent	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:14062
recoil:function:0x415370	0x415370	RecoilStateMainMenuTransition::OnResume	RecoilStateMainMenuTransition::OnResume	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:14142
recoil:function:0x4153d0	0x4153d0	RecoilStateMainMenuTransition::OnDeactivate	RecoilStateMainMenuTransition::OnDeactivate	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:14232
recoil:function:0x415630	0x415630	RecoilStateMainMenuTransition::ClearPausedAudioSnapshot	RecoilStateMainMenuTransition::ClearPausedAudioSnapshot	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:14321
recoil:function:0x415650	0x415650	RecoilStateMainMenuTransition::QueueEnter	RecoilStateMainMenuTransition::QueueEnter	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:14338
recoil:function:0x415670	0x415670	RecoilStateMainMenuTransition::SetDeferredVideoModeIndex	RecoilStateMainMenuTransition::SetDeferredVideoModeIndex	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:14353
recoil:function:0x415680	0x415680	HudUiBackgroundConfirmQuit::Constructor	HudUiBackgroundConfirmQuit::HudUiBackgroundConfirmQuit	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/hud.cpp:14365
recoil:function:0x415740	0x415740	HudUiConfirmQuitOkButton::OnActivate	HudUiConfirmQuitOkButton::OnActivate	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:14393
recoil:function:0x415790	0x415790	HudUiBackgroundConfirmQuit::ScalarDeletingDestructor	HudUiBackgroundConfirmQuit::ScalarDeletingDestructor	retained	Inferred	Retain physical/compiler projection label; no unique attached defining function body in the source inventory.	
recoil:function:0x4157b0	0x4157b0	HudUiBackgroundConfirmQuit::Destructor	HudUiBackgroundConfirmQuit::Destructor	retained	Inferred	Retain physical/compiler projection label; no unique attached defining function body in the source inventory.	
recoil:function:0x415810	0x415810	RecoilStateConfirmQuit::StaticInitAndRegisterAtExit	RecoilStateConfirmQuit::StaticInitAndRegisterAtExit	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:14408
recoil:function:0x415820	0x415820	RecoilStateConfirmQuit::StaticInit	RecoilStateConfirmQuit::StaticInit	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:14419
recoil:function:0x415830	0x415830	RecoilStateConfirmQuit::RegisterAtExit	RecoilStateConfirmQuit::RegisterAtExit	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:14429
recoil:function:0x415840	0x415840	RecoilStateConfirmQuit::AtExitDestructor	RecoilStateConfirmQuit::AtExitDestructor	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:14439
recoil:function:0x415850	0x415850	RecoilStateConfirmQuit::Constructor	RecoilStateConfirmQuit::RecoilStateConfirmQuit	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/hud.cpp:14449
recoil:function:0x415860	0x415860	RecoilStateConfirmQuit::ScalarDeletingDestructor	RecoilStateConfirmQuit::ScalarDeletingDestructor	retained	Inferred	Retain physical/compiler projection label; no unique attached defining function body in the source inventory.	
recoil:function:0x415880	0x415880	RecoilStateConfirmQuit::Destructor	RecoilStateConfirmQuit::~RecoilStateConfirmQuit	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/hud.cpp:14459
recoil:function:0x4158f0	0x4158f0	RecoilStateConfirmQuit::OnTryBecomeCurrent	RecoilStateConfirmQuit::OnTryBecomeCurrent	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:14479
recoil:function:0x415960	0x415960	RecoilStateConfirmQuit::OnDeactivate	RecoilStateConfirmQuit::OnDeactivate	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:14496
recoil:function:0x4159b0	0x4159b0	RecoilStateConfirmQuit::QueueEnter	RecoilStateConfirmQuit::QueueEnter	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:14524
recoil:function:0x4159d0	0x4159d0	zFMV_Action::NoOpUpdate	zFMV_Action::Update	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/hud.cpp:14535
recoil:function:0x4159e0	0x4159e0	zFMV_Action::RunBlockingTimed	zFMV_Action::RunBlockingTimed	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:14550
recoil:function:0x415a80	0x415a80	zFMV_ActionBase::ScalarDeletingDestructor	zFMV_ActionBase::ScalarDeletingDestructor	retained	Inferred	Retain physical/compiler projection label; no unique attached defining function body in the source inventory.	
recoil:function:0x415ab0	0x415ab0	HudSensorMapNode::Init	HudSensorMapNode::Init	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/map.cpp:581
recoil:function:0x415ac0	0x415ac0	HudSensorMapNode::FreePointArray	HudSensorMapNode::FreePointArray	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/map.cpp:593
