source	old_name	name	disposition	confidence	reason
src/Battlesport/player.cpp:4490	CloneType6NodeFromTemplateAndRename	CloneType6NodeFromTemplateAndRename	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:4534	CreateFromNamesAtPose	CreateFromNamesAtPose	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:4653	MaskExtraFlagsRecursive	MaskExtraFlagsRecursive	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:4671	PropagateExtraFlagsRecursive	PropagateExtraFlagsRecursive	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:4689	PropagateFlagsRecursive	PropagateFlagsRecursive	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:4704	BuildResolvedParentDir	BuildResolvedParentDir	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:4732	CreateFromNamesAtPoseGetState	CreateFromNamesAtPoseGetState	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:4757	BuildCollisionPointsFromModel	BuildCollisionPointsFromModel	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:4810	BuildSupportPointsFromModel	BuildSupportPointsFromModel	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:4850	LoadMasterCommonDataFromNode	LoadMasterCommonDataFromNode	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:5031	LoadMasterModalDataFromNode	LoadMasterModalDataFromNode	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:5256	ExtractVehicleNameFromAivName	ExtractVehicleNameFromAivName	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:5287	RefreshHudFromState	RefreshHudFromState	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:5366	IsMissionProbeType1EnabledById	IsMissionProbeType1EnabledById	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:5376	Player_UnderwaterFxPass3Ui::ApplyPass3	CPlayerUnderwaterFxPass3Ui::ApplyPass3	renamed	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:5383	Player_ProjectileCameraFxPass3Ui::ApplyPass3	CPlayerProjectileCameraFxPass3Ui::ApplyPass3	renamed	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:5394	ProcessPendingContactQueues	ProcessPendingContactQueues	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:5450	ClearPendingContactQueues	ClearPendingContactQueues	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:5470	BuildPendingContactQueues	BuildPendingContactQueues	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:5612	CollectPendingContactsForSegments	CollectPendingContactsForSegments	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:5662	ClassifyPendingContactsForSegment	ClassifyPendingContactsForSegment	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:5752	SelectAndResolvePreferredPendingCollisionContact	SelectAndResolvePreferredPendingCollisionContact	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:5774	PlayerPendingContact::SelectPreferred	PlayerPendingContact::SelectPreferred	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:5797	ResolvePendingWorldCollisionContact	ResolvePendingWorldCollisionContact	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:5817	PassesCollectionTest	PassesCollectionTest	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:5870	ProcessPendingPickupContacts	ProcessPendingPickupContacts	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:5900	ResolvePendingCollisionContact	ResolvePendingCollisionContact	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:6056	PreparePendingWorldCollisionResponse	PreparePendingWorldCollisionResponse	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:6120	ResolvePendingPlayerCollisionContact	ResolvePendingPlayerCollisionContact	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:6178	Vec3_FastNormalize	Vec3FastNormalize	renamed	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:6213	ConstrainToUnitDistanceFrom	ConstrainToUnitDistanceFrom	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:6235	ProcessTransferContactQueue	ProcessTransferContactQueue	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:6282	TryResolvePendingCollisionProbeSweep	TryResolvePendingCollisionProbeSweep	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:6321	HudSensorTracker::ParseCheckpointNumberFromNode	HudSensorTracker::ParseCheckpointNumberFromNode	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:6353	UpdatePlayerLapProgressAndNotifyNet	UpdatePlayerLapProgressAndNotifyNet	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:6398	CollectPendingCollisionContactsForQuadProbe	CollectPendingCollisionContactsForQuadProbe	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:6459	ApplyPendingCollisionProbeVelocity	ApplyPendingCollisionProbeVelocity	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:6520	RegisterGameplayCommandCallbacksAndCreateFfEffects	RegisterGameplayCommandCallbacksAndCreateFfEffects	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:6559	TickLocalPlayerControls	TickLocalPlayerControls	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:6785	HandleHotkeyCommand	HandleHotkeyCommand	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:6871	ResetMouseControlStateAndRecenterCursor	ResetMouseControlStateAndRecenterCursor	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:6888	FloatSign	FloatSign	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:6908	TickAllPlayers	TickAllPlayers	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:7060	TickMasterTypeAndForceFeedback	TickMasterTypeAndForceFeedback	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:7116	UpdateMasterTypeTrack	UpdateMasterTypeTrack	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:7394	UpdateMasterTypeHover	UpdateMasterTypeHover	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:7493	UpdateMasterTypeHover_FromModalProbe	UpdateMasterTypeHoverFromModalProbe	renamed	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:7665	UpdateMasterTypeAmphib	UpdateMasterTypeAmphib	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:7818	UpdateMasterTypeAmphib_FromModalProbe	UpdateMasterTypeAmphibFromModalProbe	renamed	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:7906	UpdateMasterTypeBasic	UpdateMasterTypeBasic	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:7993	UpdateMasterTypeBasicOrTrack_FromModalProbe	UpdateMasterTypeBasicOrTrackFromModalProbe	renamed	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:8041	UpdateBankVelocityFromSteerInput	UpdateBankVelocityFromSteerInput	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:8070	IntegrateYawAndWrapFromYawVelocity	IntegrateYawAndWrapFromYawVelocity	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:8103	UpdateMasterTypeSub	UpdateMasterTypeSub	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:8220	UpdateSubModeWaterProbeState	UpdateSubModeWaterProbeState	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:8319	UpdateSubVerticalDamping	UpdateSubVerticalDamping	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:8369	ProbeModalSampleHeights	ProbeModalSampleHeights	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:8500	SelectProbeSampleHeightFromCandidates	SelectProbeSampleHeightFromCandidates	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:8572	ApplyAmphibSpeedOscillation	ApplyAmphibSpeedOscillation	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:8635	ApplyPitchRollVelocityImpulseFromDirection	ApplyPitchRollVelocityImpulseFromDirection	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:8668	RebuildSteerBasisFromMotionBasis	RebuildSteerBasisFromMotionBasis	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:8694	RebuildSteerBasisFromMotionAxes	RebuildSteerBasisFromMotionAxes	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:8777	UpdateAutoTurnAndSteerFromTarget	UpdateAutoTurnAndSteerFromTarget	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:8820	UpdateYawVelocityFromSteerInput	UpdateYawVelocityFromSteerInput	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:8930	UpdateBankAndTurnDynamics	UpdateBankAndTurnDynamics	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:8984	ComputeTurnSlipDelta	ComputeTurnSlipDelta	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:9039	StartSlipSfx	StartSlipSfx	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:9056	StopSlipSfx	StopSlipSfx	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:9067	BindGroupList_Clear	BindGroupListClear	renamed	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:9091	zInput_BindGroupInfo::~zInput_BindGroupInfo	CZInputBindGroupInfo::~CZInputBindGroupInfo	renamed	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:9098	BindGroupList_AddGroup	BindGroupListAddGroup	renamed	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:9115	BindGroupList_AddCommandToGroup	BindGroupListAddCommandToGroup	renamed	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:9129	BindGroupList_GetCount	BindGroupListGetCount	renamed	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:9140	BindGroupList_GetGroupTitle	BindGroupListGetGroupTitle	renamed	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:9154	BindGroupList_GetGroupCommandCount	BindGroupListGetGroupCommandCount	renamed	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:9168	BindGroupList_GetGroupCommandId	BindGroupListGetGroupCommandId	renamed	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:9183	BindMap_GetCommandLabel	BindMapGetCommandLabel	renamed	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:9197	BindMap_GetCommandHint	BindMapGetCommandHint	renamed	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:9207	BindMap_AddDefaultBinding	BindMapAddDefaultBinding	renamed	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:9231	BindMap_InitDefaultBindings	BindMapInitDefaultBindings	renamed	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:9297	AddScaledHudCounterValue	AddScaledHudCounterValue	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:9320	GetSaveStateListHead	GetSaveStateListHead	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:9332	UpdateDebugOverlayHud	UpdateDebugOverlayHud	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:9447	TransitionToMasterTypeTrack	TransitionToMasterTypeTrack	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:9565	TransitionToMasterTypeAmphib	TransitionToMasterTypeAmphib	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:9673	TransitionToMasterTypeHover	TransitionToMasterTypeHover	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:9755	TransitionToMasterTypeSub	TransitionToMasterTypeSub	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:9865	StopBftBubbleFxHandle	StopBftBubbleFxHandle	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:9889	TransitionToMasterTypeFly	TransitionToMasterTypeFly	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:9926	ApplyMasterTypeTransition	ApplyMasterTypeTransition	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:9957	ReactivateCopterSndNodesIfHealthy	ReactivateCopterSndNodesIfHealthy	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:10010	CacheDisableCopterSndNodesAndStopSample	CacheDisableCopterSndNodesAndStopSample	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:10057	FindNearestThirdPersonCameraProbePoint	FindNearestThirdPersonCameraProbePoint	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:10116	SyncLocalPoseFromRootNode	SyncLocalPoseFromRootNode	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:10153	RebuildSteerBasisRawFromRef	RebuildSteerBasisRawFromRef	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:10179	RebuildMotionBasisFromSteerBasis	RebuildMotionBasisFromSteerBasis	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:10215	SnapProbePointYToBestCandidate	SnapProbePointYToBestCandidate	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:10247	SetAutoTurnTargetDirFromWorldPoint	SetAutoTurnTargetDirFromWorldPoint	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:10272	AsyncCommandCallback	AsyncCommandCallback	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:10415	SetWorldPoseAndRestartAnchor	SetWorldPoseAndRestartAnchor	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:10445	CaptureCurrentObjectPoseAsRestartAnchor	CaptureCurrentObjectPoseAsRestartAnchor	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:10474	ResetMotionTransientState	ResetMotionTransientState	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:10503	PlayPowerupSfx	PlayPowerupSfx	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:10524	UpdatePostMoveEnvironment	UpdatePostMoveEnvironment	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:10581	ProcessEnvProbeResults	ProcessEnvProbeResults	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:10670	UpdateVerticalVelocityAndTransform	UpdateVerticalVelocityAndTransform	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:10721	AccumulateSlopeForces	AccumulateSlopeForces	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:10753	ComputeSurfaceFrom1Probe	ComputeSurfaceFrom1Probe	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:10791	ComputeSurfaceFrom2Probes	ComputeSurfaceFrom2Probes	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:10857	ApplyTerrainTilt	ApplyTerrainTilt	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:10907	ComputeSurfaceFrom3Probes	ComputeSurfaceFrom3Probes	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:10943	ResetTerrainContactImpulsesAndPlayImpactSfx	ResetTerrainContactImpulsesAndPlayImpactSfx	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:10971	CheckProbeSampleMaskOverlap	CheckProbeSampleMaskOverlap	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
src/Battlesport/player.cpp:10989	SelectBestProbesByDotProduct	SelectBestProbesByDotProduct	retained	Inferred unless corroborated in physical-functions.tsv	Preserve callable role/signature and existing scope; inline helpers and provider-facing wrappers are inventoried without claiming separate retail bodies.
